word,definition
hook,n. 挂钩，吊钩 v. 钩住
jungle,n. 丛林，密林
cleaner,n. [化工] 清洁剂
develop,v. 开发
standard,n. 标准
patent,v. 授予专利
modest,adj. 谦虚的，谦逊的
cookie,n. 饼干
German,adj. 德国的
popular,adj. 流行的，通俗的
lead,n. 领导
labour,n. 劳动力，人工
textbook,n. 教科书，课本
feather,n. 羽毛 v. 用羽毛装饰
forehead,n. 额，前额
barrier,n. 障碍物，屏障
provide,v. 提供
throughout,adv. 自始至终，到处
optimistic,adj. 乐观的
careful,adj. 仔细的，小心的
rose,n. 玫瑰
slide,n. 滑动
sadness,n. 悲哀
cooker,n. 炊具
runner,n. 跑步者
hunt,v. 打猎
courtyard,n. 庭院，院子
seven,num. 七个，七 n. 七个，七 adj. 七的
ballet,n. 芭蕾舞剧
angry,adj. 生气的
jewel,n. 宝石
due,adj. 到期的
abroad,adv. 在国外
sob,v. 啜泣，呜咽
sunny,adj. 阳光充足的，和煦的
black,adj. 黑色的
contain,v. 包含
comfort,n. 安慰
sightseeing,n. 观光
session,n. 会议
toy,n. 玩具
comprehension,n. 理解
unsuccessful,adj. 不成功的
annual,adj. 年度的
sunburnt,adj. 晒黑的
method,n. 方法
treasure,n. 财富，财产
moment,n. 片刻，瞬间，时刻
applaud,v. 赞同
grammar,n. 语法
ever,adv. 永远
fish,v. 捕鱼，钓鱼
bright,adj. 明亮的，鲜明的
flame,n. 火焰
light,n. 光
nobody,pron. 无人，没有人
object,n. 目标
workday,n. 工作日 adj. 日常的，工作日的
film,n. 电影
immediately,adv. 立即，立刻
inspire,v. 激发
scream,v. 尖叫
table,n. 桌子
anxious,adj. 焦虑的
agenda,n. 议程
policy,n. 政策，方针
panda,n. 熊猫
clay,n. [土壤] 粘土
assistance,n. 援助，帮助
expensive,adj. 昂贵的
outing,n. 远足
Buddhist,n. 佛教徒 adj. 佛教的
PM,abbr. （拉）下午（Post Meridiem，等于afternoon）
algebra,n. 代数学
tidy,adj. 整齐的
manager,n. 经理
funny,adj. 有趣的，好笑的，滑稽的
suffer,v. 遭受
curriculum,n. 课程
razor,v. 剃，用剃刀刮 n. 剃刀
universe,n. 宇宙
suitcase,n. [轻] 手提箱
police,n. 警察，警方
ceiling,n. 天花板
theory,n. 理论
direct,adj. 直接的
some,adj. 一些
tasty,adj. 美味的
contemporary,n. 同时代的人
punctual,adj. 准时的，守时的
must,aux. 必须，一定
attract,v. 吸引
wisdom,n. 智慧，才智
shorts,n. 短裤
negotiate,v. 谈判，商议
feast,v. 享受
practical,adj. 实际的
private,adj. 私人的
technique,n. 技巧，技术
bun,n. 小圆面包
rabbit,n. 兔子，野兔 v. 让…见鬼去吧
yet,adv. 还
Germany,n. 德国
referee,n. 裁判员
policeman,n. 警察，警员
normal,adj. 正常的
two,n. 两个 adj. 两个的 num. 二
comma,n. 逗号
couple,n. 对
ours,pron. 我们的 n. (Ours)人名
cook,v. 烹调，煮 n. 厨师，厨子
slim,adj. 苗条的
memorize,v. 记住，背熟
copy,v. 复制
thin,adj. 薄的
September,n. 九月
burn,v. 燃烧
alongside,adv. 在旁边 prep. 在……旁边
educator,n. 教育家
sheet,n. 薄片，纸张
baggage,n. 行李
wrestle,n. 摔跤
scores,n. 考试成绩
otherwise,adv. 否则
active,adj. 积极的
connect,v. 连接
bucket,n. 桶，水桶
basketball,n. 篮球
lend,v. 贷
mushroom,n. 蘑菇，伞菌
secondhand,adj. 二手的
god,n. 神
souvenirs,n. 纪念品
spin,v. 旋转
rubber,n. 橡胶
sincerely,adv. 真诚地
reception,n. 接待
sauce,n. 酱油
spot,n. 地点
five,n. 五，五个
workforce,n. 劳动力
concept,n. 观念，概念
angle,v. 钓鱼
vertical,adj. 垂直的，直立的
insure,v. 确保，保证
coffee,n. 咖啡
gas,n. 气体
radium,n. [化学] 镭（88号元素符号Ra）
drive,v. 开车
kiss,v. 吻
attend,v. 出席
equipment,n. 设备，装备
heroine,n. 女主角
gentleman,n. 先生
difficulty,n. 困难，困境
follow,v. 跟随
him,pron. 他（宾格） n. (Him)人名
old,adj. 陈旧的，古老的
big,adj. 大的
anyway,adv. 无论如何，不管怎样
fry,n. 鱼苗
commitment,n. 承诺，保证
stand,v. 站立
Australia,n. 澳大利亚，澳洲
recover,v. 恢复
pint,n. 品脱
wolf,n. 狼
creature,n. 动物，生物
sentence,n. [语][计] 句子，命题
street,n. 街道 adj. 街道的
flash,v. 使闪光
equality,n. 平等
relate,v. 叙述
independence,n. 独立性，自立性
willingly,adv. 欣然地
basic,adj. 基本的
consist,v. 由…组成
land,n. 国土
user,n. 用户
brain,n. 头脑，智力
choice,n. 选择
introduce,v. 介绍
ride,v. 骑马
circulate,v. 传播，流传
person,n. 人
nursery,n. 苗圃
regards,n. 致意，问候 v. 视为，注意（regard的第三人称单数）
postman,n. 邮递员
sceptical,adj. 怀疑的
cruel,adj. 残酷的，残忍的
seem,v. 似乎
access,v. 使用
statement,n. 声明
ambiguous,adj. 模糊不清的
island,n. 岛
honey,n. 蜂蜜
wherever,adv. 无论什么地方
yes,adv. 是, 是的 n. 是（表示肯定）
breathless,adj. 喘不过气来的
golf,n. 高尔夫球
danger,n. 危险
interest,n. 兴趣，爱好
flaming,adj. 燃烧的
temporary,adj. 暂时的，临时的 n. 临时工，临时雇员
accomplish,v. 完成
stupid,adj. 愚蠢的
glue,v. 粘合
exercise,n. 运动
winner,n. 胜利者
sandwich,v. 夹入
heap,n. 堆
trend,n. 趋势，倾向
cellar,n. 地窖
visitor,n. 访问者，参观者
seed,n. 种子
out,adv. 出现
breakfast,n. 早餐
certainly,adv. 当然
them,pron. 他们
kindergarten,n. 幼儿园
microwave,n. 微波
hur,abbr. 飓风（hurricane）
sofa,n. 沙发
camel,n. [畜牧][脊椎] 骆驼
engine,n. 引擎，发动机
lift,v. 举起
surrounding,adj. 周围的，附近的 n. 环境，周围的事物
flexible,adj. 灵活的
holy,adj. 圣洁的，神圣的
wrong,adv. 错误地
crop,n. 产量
subjective,adj. 主观的
blame,v. 责备
fireplace,n. 壁炉
cheek,n. 面颊，脸颊
fluency,n. （语言、文章）流利
pen,n. 钢笔
survival,n. 幸存，残存
slavery,n. 奴役
explorer,n. 探险家
admission,n. 承认
stress,n. 压力
brunch,n. 早午餐
victory,n. 胜利
safe,adj. 安全的
passport,n. 护照，通行证
pregnant,adj. 怀孕的
stair,n. 楼梯，阶梯
bravery,n. 勇敢
struggle,v. 奋斗，努力
abundant,adj. 丰富的
pronunciation,n. 发音
relay,v. 转播
unconscious,adj. 无意识的
racial,adj. 种族的
silly,adj. 愚蠢的
remote,adj. 遥远的
shallow,adj. 浅的
satellite,n. 卫星
expert,adj. 熟练的
bath,n. 沐浴
haircut,n. 理发
friction,n. 摩擦，[力] 摩擦力
primitive,adj. 原始的，远古的
moustache,n. 小胡子
goose,n. 鹅
absence,n. 没有
repair,v. 修理
admit,v. 承认
valley,n. 山谷
bomb,v. 轰炸，投弹于 n. 炸弹
choir,n. 唱诗班
thing,n. 事情
toothpaste,n. 牙膏
yours,pron. 你（们）的东西
geography,n. 地理
loudly,adv. 大声地，响亮地
wealthy,adj. 富有的
hi,int. 嗨！（表示问候或用以唤起注意） n. (Hi)人名
channel,v. 引导，开导
pillow,n. 枕头 v. 垫
soup,n. 汤，羹
analysis,n. 分析
cassette,n. 盒式磁带
laundry,n. 洗衣店，洗衣房
decrease,n. 减少，减小
insert,v. 插入
encouragement,n. 鼓励
youth,n. 青年
thousand,n. 一千
physical,adj. [物] 物理的
change,v. 改变
allowance,n. 津贴，零用钱
asleep,adj. 睡着的
swimming,n. 游泳
alternative,adj. 供选择的
kindness,n. 仁慈
accept,v. 接受
noise,n. [环境] 噪音
clear,adj. 清楚的
adaptation,n. 适应
novel,adj. 新奇的
inventor,n. 发明家
merciful,adj. 仁慈的
shopping,n. 购物，买东西 v. 购物（shop的ing形式）
soccer,n. 英式足球，足球
pan,n. 平底锅
forecast,v. 预报，预测
drunk,v. 喝酒（drink的过去分词） adj. 喝醉了的
whom,pron. 谁（who的宾格）
mind,n. 理智，精神
sideways,adv. 向侧面地
spare,v. 节约，吝惜
unique,adj. 独特的，稀罕的
export,n. 输出，出口
success,n. 成功，成就
mess,n. 混乱
airmail,n. 航空邮件
innocent,adj. 无辜的
care,n. 关怀
grand,adj. 宏伟的
triangle,n. 三角（形）
full,adj. 完全的，完整的
translation,n. 翻译
pound,n. 英镑
count,v. 计算
or,conj. 或，或者
paddle,n. 划桨
invitation,n. 邀请
test,n. 试验
bathtub,n. 浴缸
opinion,n. 意见
delight,n. 高兴 v. 高兴
thirst,n. 渴望
register,v. 登记
opening,n. 开始
puzzle,v. 使…困惑
we,pron. 我们（主格）
bear,v. 结果实，开花（正式） n. 熊
bedroom,n. 卧室 adj. 两性关系的
hurricane,n. 飓风，暴风
mouthful,n. 一口，满口
apologize,v. 道歉
handtruck,手推车
garbage,n. 垃圾
spelling,n. 拼写
useful,adj. 有用的，有益的
astronomy,n. 天文学
lesson,n. 教训
harbour,v. 藏匿
herself,pron. 她自己（she的反身代词）
quiet,adj. 安静的
downstairs,adv. 在楼下 adj. 楼下的 n. 楼下
violent,adj. 暴力的
dictation,n. 听写
cathedral,n. 大教堂
respect,n. 尊敬，尊重
expression,n. 表现，表示，表达
dioxide,n. 二氧化物
villager,n. 乡村居民，村民
guidance,n. 指导，引导
grey,adj. 灰色的
refer,v. 参考
booth,n. 货摊
bookmark,n. 书签（等于bookmarker）
walkman,n. 随身听（商标名称）
ha,int. 哈！（表示惊异，愉快，怀疑，胜利等） abbr. 一种元素(hahnium,原子序105) n. (Ha)人名
culture,n. 文化，文明
burial,n. 埋葬
bored,adj. 无聊的
possess,v. 控制
ease,v. 减轻，缓和
gardening,n. 园艺
whatever,adj. 不管什么样的 pron. 无论什么
drawback,n. 缺点，不利条件
database,n. 数据库，资料库
poisonous,adj. 有毒的
throat,n. 喉咙
wise,adj. 明智的
importance,n. 价值
Baby,n. 婴儿，婴孩
hunter,n. 猎人
acid,n. 酸
signature,n. 署名
board,n. 董事会
November,n. 十一月
accelerate,v. 使……加快
cow,n. 奶牛，母牛
motor,n. 发动机，马达
birth,n. 出生
wife,n. 妻子，已婚妇女
totally,adv. 完全地
situation,n. 情况
winter,n. 冬季
apparent,adj. 显然的
picnic,n. 野餐 v. 去野餐
carbon,n. [化学] 碳
proud,adj. 自豪的
Italy,n. 意大利（欧洲南部国家）
energy,n. [物] 能量
lifetime,n. 一生
entry,n. 进入
general,adj. 一般的，普通的
bean,n. 豆
such,adj. 这样的，如此的 n. (Such)人名
instruct,v. 指导
amusement,n. 消遣，娱乐
afterward,adv. 以后，后来
defense,n. 防卫，防护
fellow,n. 家伙
accumulate,v. 累积
opera,n. 歌剧
phrase,n. 短语, 习语, 措辞, 乐句 v. 措词, 将(乐曲)分成乐句
cheap,adj. 便宜的
deer,n. 鹿
internet,n. 因特网
course,n. 科目
glare,n. 刺眼
walk,n. 步行，走
weep,v. 哭泣
brilliant,adj. 灿烂的，闪耀的
radioactive,adj. [核] 放射性的
wave,v. 波动
tomb,n. 坟墓
seize,v. 抓住
design,v. 设计
small,adj. 少的，小的
heat,n. 高温
junk,n. 垃圾，废物
sorrow,n. 悲伤
bungalow,n. 平房
technology,n. 技术
hardly,adv. 几乎不，简直不
fee,n. 费用
promise,n. 许诺，允诺
mass,n. 块，团
settle,v. 解决
competitor,n. 竞争者，对手
chapter,n. 章，回
electricity,n. 电力
sudden,adj. 突然的，意外的
supreme,adj. 最高的
eyewitness,n. 目击者
information,n. 信息，资料
queue,n. 队列
candy,v. 用糖煮
sleep,v. 睡，睡觉 n. 睡眠
act,v. 扮演
belt,n. 带
widespread,adj. 普遍的，广泛的
study,n. 学习，研究
advantage,n. 优势
abnormal,adj. 反常的，不规则的
output,n. 输出，输出量
headmaster,n. 校长
sport,n. 运动
admirable,adj. 令人钦佩的
dash,n. 破折号
thirteen,n. 十三
ambition,n. 野心，雄心
enter,v. 进入
able,adj. 能
severe,adj. 严峻的
sharpener,n. 卷笔刀
dream,v. 梦想
bookshelf,n. 书架
analyze,v. 对…进行分析，分解（等于analyse）
woman,n. 妇女
extraordinary,adj. 非凡的
outcome,n. 结果，结局
yoghurt,n. 酸奶（等于yoghourt）
make,v. 使得
only,adv. 只，仅仅
title,n. 冠军
card,n. 卡片
spell,v. 拼，拼写
win,v. 赢得
Australian,adj. 澳大利亚的，澳大利亚人的 n. 澳大利亚人
champion,n. 冠军
clarify,v. 澄清
comedy,n. 喜剧
biography,n. 传记
clock,n. 时钟
employ,v. 使用，采用
sixth,n. 月的第六日，（与the连用的）第六个
injure,v. 伤害，损害
period,n. 周期，期间
excuse,n. 借口
prayer,n. 祈祷，祷告
fork,n. 叉
greet,v. 欢迎，迎接
pray,v. 祈祷
brown,adj. 棕色的，褐色的
burden,n. 负担
civilization,n. 文明
rate,n. 比率，率
system,n. 制度，体制
advertise,v. 通知
metal,n. 金属
forgive,v. 原谅
fat,adj. 肥的，胖的
go,v. 走
collection,n. 采集，聚集
rich,adj. 富有的
underwear,n. 内衣物
choke,v. 呛
oh,int. 哦
sixteenth,num. 第十六
elder,n. 老人
beauty,n. 美
shy,adj. 害羞的
existence,n. 存在，实在
run,v. 经营
geometry,n. 几何学
living,adj. 活的
carriage,n. 运输
chain,n. 链
sweater,n. 毛线衣，运动衫
Lost,adj. 失去的
careless,adj. 粗心的
river,n. 河，江
routine,n. [计] 程序
gymnastics,n. 体操
storage,n. 存储
within,prep. 在…之内 adv. 在内部 n. 里面
queen,n. 女王，王后
wheat,n. 小麦
number,n. 数
palace,n. 宫殿
childhood,n. 童年时期
violate,v. 违反
tale,n. 故事
society,n. 社会
restrict,v. 限制
speech,n. 演讲
harvest,n. 收获
recorder,n. 录音机
be,v. 是
son,n. 儿子
attitude,n. 态度
AD,n. 公元
altitude,n. 高地
everything,pron. 每件事物
upper,adj. 上面的，上部的
trunk,n. 树干
other,adj. 其他的，另外的 pron. 另外一个
tram,n. 电车轨道
debate,v. 辩论，争论，讨论 n. 辩论
sell,v. 销售
belief,n. 相信，信赖
bookcase,n. [家具] 书柜，书架
ninth,num. 第九 adj. 第九的
hardworking,adj. 努力工作的
unrest,n. 不安
prejudice,n. 偏见
dial,n. 转盘
variety,n. 多样
wipe,v. 擦
peach,n. 桃子
third,num. 第三
tube,n. 管
delighted,adj. 高兴的
why,int. 哎呀！什么？ adv. 为什么
control,n. 控制
Saturday,n. 星期六
alley,n. 小巷
home,n. 家，住宅
smog,n. 烟雾
survive,v. 幸存
stewardess,n. 女管家
snow,n. 雪，积雪
cool,adj. 凉爽的
useless,adj. 无用的
secure,adj. 安全的
pipe,n. 管
minibus,n. 面包车（等于microbus）
me,pron. 我（宾格） n. 自我
arrival,n. 到来
conservative,adj. 保守的 n. 保守派，守旧者
however,adv. 无论如何
mature,adj. 成熟的
guide,n. 指南
traffic,n. 交通
block,n. 块
happy,adj. 幸福的
elect,adj. 选出的
August,adj. 威严的
past,n. 过去
saying,n. 话
hello,int. 喂
repeat,v. 重复
separately,adv. 分别地
cave,v. 使凹陷，使塌落
urge,v. 力劝，催促
whistle,n. 口哨
instruction,n. 指令，命令
postcard,n. 明信片
civil,adj. 公民的
knowledge,n. 知识，学问
fantasy,n. 幻想
airline,n. 航空公司
till,n. [地理][水文] 冰碛
sixteen,adj. 十六的，十六个的 num. 十六
born,v. 出世（bear的过去分词） adj. 天生的 n. (Born)人名
actual,adj. 真实的，实际的
wage,v. 进行
aeroplane,n. 飞机（等于airplane）
word,n. [语] 单词
significance,n. 意义
quantity,n. 量，数量
shock,n. 休克
recognise,v. 认出
twice,adv. 两次
special,n. 特使，特派人员
major,adj. 主要的
minimum,n. 最小值
earthquake,n. 地震
troublesome,adj. 麻烦的
skillful,adj. 熟练的
away,adv. 离去，离开
anger,n. 怒，愤怒
spade,n. 铁锹，铲子 v. 铲
section,n. 截面
railway,n. （英）铁路
comment,n. 评论
salute,n. 致敬，欢迎
part,n. 部分
hate,v. 憎恨
thirsty,adj. 口渴的，口干的
enterprise,n. 企业
freeze,v. 冻结
candle,n. 蜡烛
campaign,v. 作战
vast,adj. 广阔的
maple,n. 枫树
benefit,n. 利益，好处
neither,conj. 也不
sword,n. 刀，剑
desire,n. 欲望
relief,n. 救济
catch,v. 赶上
consult,v. 查阅
preserve,v. 保存
next,adv. 然后
numb,v. 使麻木
one,pron. 一个人
shoe,n. 鞋
so,adv. 如此，这么
husband,v. 节约地使用（或管理） n. 丈夫
occur,v. 发生
prescription,n. 药方
spoonful,n. 一匙
mankind,n. 人类
slip,v. 滑动
eastern,adj. 东方的
thought,n. 思想
cattle,n. 牛
dumpling,n. 饺子，汤团
accountant,n. 会计师
path,n. 道路
veal,n. 小牛（等于vealer）
initial,adj. 最初的
medium,adj. 中间的，中等的
beat,v. 打
background,n. 背景
caution,n. 小心，谨慎
beef,n. 牛肉
Belgium,n. 比利时（西欧国家，首都布鲁塞尔Brussels）
stare,v. 凝视，盯着看
mistake,n. 错误
freedom,n. 自由，自主
fountain,n. 喷泉，泉水
bakery,n. 面包店
juice,n. （水果）汁，液
similar,adj. 相似的 n. 类似物
pond,vt. 筑成池塘 vi. 筑成池塘 n. 池塘
swim,v. 游泳
tonight,adv. 在今晚 n. 今晚
apart,adv. 相距
fly,v. 飞
undertake,v. 承担，保证
punctuate,v. 不时打断
brick,n. 砖，砖块
dictionary,n. 字典
carrier,n. [化学] 载体
quake,v. 震动
medal,n. 勋章，奖章
theatre,n. 电影院，戏院
shot,n. 发射
roof,n. 屋顶
harmful,adj. 有害的
socialist,n. 社会主义者
ring,v. 按铃
supermarket,n. 超级市场
pattern,n. 模式
kite,n. 风筝 v. 使用空头支票
remark,n. 注意
greedy,adj. 贪婪的
savage,adj. 野蛮的
novelist,n. 小说家
close,adj. 紧密的
northwest,adj. 西北的
not,adv. 表示否定，不 n. “非”（计算机中逻辑运算的一种）
grateful,adj. 感谢的
unknown,adj. 未知的
pump,v. 打气
publicly,adv. 公然地
fortunate,adj. 幸运的
assist,n. 帮助
weak,adj. [经] 疲软的
accommodation,n. 住处，膳宿
kettle,n. 壶
Easter,n. 复活节
result,n. 结果
Japanese,adj. 日本（人）的
simple,adj. 简单的
president,n. 总统
mark,n. 标志
tournament,n. 锦标赛，联赛
musical,adj. 音乐的
invite,v. 邀请，招待
merely,adv. 仅仅，只不过
punctuation,n. 标点
stay,v. 停留
examine,v. 检查
difference,n. 差异
than,conj. 比（用于形容词、副词的比较级之后）
poster,n. 海报，广告
rice,n. 稻
hooray,vi. 呼万岁 vt. 呼万岁 n. 万岁 int. 万岁
hay,n. 干草 v. 把晒干
construction,n. 建设
art,n. 艺术
crossing,n. 十字路口
whisper,n. 私语
consensus,n. 一致
secretary,n. 秘书
midday,n. 中午
every,adj. 每一的，每个的
until,conj. 在…以前
gay,adj. 快乐的
virtue,n. 美德
glance,n. 一瞥
conflict,n. 冲突，矛盾
telephone,n. （美）电话
bell,n. 铃，钟
cold,adj. 寒冷的
dance,n. 舞蹈
bank,n. 银行
thread,n. 线
skilled,adj. 熟练的
boxing,n. 拳击
air,n. 空气，大气
exist,v. 存在
tobacco,n. 烟草，烟叶
snatch,n. 抢夺
three,n. 三，三个 num. 三 adj. 三的，三个的
double,n. 两倍
invention,n. 发明
printing,n. 印刷
worthless,adj. 无价值的
tortoise,n. 龟，[脊椎] 乌龟（等于testudo）
because,conj. 因为
dirty,adj. 下流的，卑鄙的
supply,n. 供给，补给
inform,v. 通知
responsibility,n. 责任，职责
class,n. 阶级
frontier,n. 前沿
dine,v. 进餐，用餐 n. (Dine)人名
life,n. 生活，生存
child,n. 儿童，小孩，孩子
UN,abbr. 联合国（United Nations）
overweight,adj. 超重的
important,adj. 重要的，重大的
fist,n. 拳，拳头
factory,n. 工厂
division,n. [数] 除法
wrist,n. 手腕
hundred,n. 一百
chat,v. 聊天
bring,v. 带来
amaze,v. 使吃惊
village,n. 村庄
journalist,n. 新闻工作者
symbol,n. 象征
spirit,n. 精神
kick,v. 踢
ice,n. 冰
distinguish,v. 区分
gesture,n. 姿态
Tokyo,n. 东京（日本首都）
puzzled,adj. 困惑的
respond,v. 回答
latest,adv. 最迟地
pride,n. 自豪
UK,abbr. 联合王国（United Kingdom） n. 英国
wind,n. 风
split,v. 分离
and,conj. 和，与
handsome,adj. （男子）英俊的
left,adj. 左边的
storm,n. 暴风雨
shirt,n. 衬衫
seventeen,n. 十七，十七个 adj. 十七岁的
unhealthy,adj. 不健康的
lap,n. 一圈
neighbourhood,n. 邻近
used,adj. 习惯的
windy,adj. 多风的，有风的
murder,v. 谋杀，凶杀 n. 谋杀，凶杀
nation,n. 国家
cake,n. 蛋糕
often,adv. 常常，时常
accompany,v. 陪伴，伴随
subscribe,v. 订阅
relation,n. 关系
anywhere,adv. 在任何地方
dilemma,n. 困境
beard,v. 公然反对
though,adv. 可是，虽然
bow,n. 弓
many,pron. 许多
what,pron. 什么
shooting,n. 射击
government,n. 政府
right,adj. 正确的
cash,n. 现款，现金 v. 将…兑现
chest,n. 胸，胸部
advise,v. 建议
sad,adj. 难过的
another,adj. 又一，另一
pole,n. 杆
average,n. 平均
capital,n. 首都，省会
sit,v. 坐
stain,v. 沾污
aluminium,adj. 铝的 n. 铝
conventional,adj. 符合习俗的，传统的
prepare,v. 准备
elegant,adj. 高雅的，优雅的
present,v. 提出
bachelor,n. 学士
religious,adj. 宗教的
mailbox,n. 邮箱
dizzy,adj. 晕眩的
chopsticks,n. 筷子
accustomed,adj. 习惯的
ancient,adj. 古代的
acquire,v. 获得
regardless,adj. 不管的
firefighter,n. 消防队员
pineapple,n. [园艺] 菠萝
impossible,adj. 不可能的
classmate,n. 同班同学
pop,abbr. 卖点广告（Point of Purchase）
contribute,v. 贡献，出力
license,n. 执照，许可证
peaceful,adj. 和平的，爱好和平的
probable,adj. 很可能的
admire,v. 钦佩
identity,n. 身份
observe,v. 庆祝
profession,n. 职业，专业
with,prep. 用
minister,n. 部长
enough,adv. 足够地，充足地 n. 很多
cup,n. 杯子
gy,abbr. 灰色（gray）
movement,n. 运动
ending,n. 结局
centigrade,adj. 摄氏的
ceremony,n. 典礼，仪式
point,n. 要点
sniff,v. 嗅
annoy,v. 骚扰
architecture,n. 建筑学
television,n. 电视，电视机
editor,n. 编者，编辑
criminal,n. 罪犯 adj. 刑事的
dialogue,n. 对话
per,prep. 每
programme,n. 计划，规划
menu,n. 菜单
pancake,n. 薄烤饼
her,pron. 她（she的宾格）
mist,n. 薄雾
pace,n. 一步
story,n. 故事
regret,n. 遗憾
grocer,n. 杂货店
celebration,n. 庆典，庆祝会
build,v. 建立
smoke,n. 烟
confuse,v. 使混乱
cottage,n. 小屋
manage,v. 管理
lovely,adj. 可爱的
rude,adj. 粗鲁的
nursing,n. 护理
compensate,v. 补偿，赔偿
yourselves,pron. 你们自己
always,adv. 永远，一直
origin,n. 起源
distinction,n. 区别
begin,v. 开始 n. (Begin)人名
garlic,n. 大蒜
tailor,v. 剪裁
off,prep. 离开
unit,n. 单位，单元
allergic,adj. 对…过敏的
finger,n. 手指
upstairs,adv. 在楼上，向楼上
misunderstand,v. 误解
cater,v. 投合，迎合
riddle,v. 解谜
huge,adj. 巨大的
centimetre,n. 厘米
more,adv. 更多
unable,adj. 不会的，不能的
telescope,v. 压缩
castle,n. 城堡
noisy,adj. 嘈杂的
which,pron. 哪/那一个
equip,v. 装备，配备
rain,n. 雨
hill,n. 小山
doctor,v. 修理
incorrect,adj. 错误的，不正确的
help,v. 帮助
room,n. 房间
park,n. 公园
idiom,n. 成语，习语
beneficial,adj. 有益的，有利的
incident,n. 事件，事变
text,n. [计] 文本
strength,n. 力量
their,pron. 他们的，她们的
material,adj. 重要的
receipt,n. 收到
actor,n. 男演员
globe,n. 地球
chief,n. 首领
politics,n. 政治，政治学
heart,n. 心脏
chew,n. 咀嚼
extension,n. 延长
botanical,adj. 植物学的 n. 植物性药材
lame,adj. 跛足的
rectangle,n. 矩形
thief,n. 小偷，贼
brand,v. 铭刻于，铭记
litter,n. 垃圾
sneaker,n. 运动鞋
abstract,n. 摘要
nowadays,adv. 现今
unimportant,adj. 不重要的
just,adv. 只是，仅仅
acknowledge,v. 承认
enlarge,v. 扩大
Switzerland,n. 瑞士（欧洲国家）
conclusion,n. 结论
theirs,pron. 他们的
labourer,n. 劳动者
forbid,v. 禁止
weekly,adj. 每周的
skip,v. 跳跃
something,pron. 某事
themselves,pron. 他们自己
net,n. 网
rail,n. 铁轨
interrupt,v. 中断
case,n. 情况
bless,v. 祝福
shoot,v. 射击，射中
upward,adj. 向上的
atmosphere,n. 气氛
consistent,adj. 始终如一的，一致的
organization,n. 组织
each,adj. 每
stone,n. 石头
afternoon,n. 午后，下午
loud,adj. 大声的，高声的
foot,n. 脚
sunglasses,n. 太阳镜
hilly,adj. 丘陵的
command,v. 命令，指挥
string,n. 线，弦，细绳
thus,adv. 因此
percent,n. 百分比，百分率
banana,n. 香蕉
thick,n. 最拥挤部分
far,adv. 很
astronaut,n. 宇航员，航天员
much,adv. 非常，很 adj. 大量的 n. 许多，大量 pron. 许多，大量
security,n. 安全
rigid,adj. 严格的
keeper,n. 监护人
backward,adj. 向后的
uncle,n. 叔叔
reality,n. 现实
rot,n. 腐烂
receive,v. 收到
bee,n. 蜜蜂，蜂
appreciation,n. 欣赏，鉴别
chairman,n. 主席，会长
swift,n. 褐雨燕 adj. 快的
lavatory,n. 厕所，盥洗室
judge,v. 判断
tough,adj. 艰苦的，困难的
biochemistry,n. 生物化学
dull,adj. 钝的
king,n. 国王
crash,n. 撞碎
church,n. 教堂
language,n. 语言
boundary,n. 边界
cheat,v. 欺骗
cocoa,n. 可可粉
idea,n. 想法
climb,v. 爬
upset,v. 使心烦
Thursday,n. 星期四
performance,n. 性能
appeal,v. 呼吁，恳求
national,adj. 国家的
socket,n. 插座
burglar,n. 夜贼，窃贼
owner,n. [经] 所有者
grow,v. 发展
beautiful,adj. 美丽的
fierce,adj. 凶猛的
pedestrian,adj. 徒步的
court,n. 法院
badminton,n. 羽毛球
postbox,n. 邮箱
photo,n. 照片
onion,n. 洋葱
meat,n. 肉，肉类（食用）
Atlantic,n. 大西洋 adj. 大西洋的
voyage,n. 航行
excellent,adj. 卓越的
telegraph,n. [通信] 电报机，电报 v. 电汇
breakthrough,n. 突破
cause,n. 原因
swap,n. 交换
nervous,adj. 神经的
thorough,adj. 彻底的
seal,n. 密封
tissue,n. 组织
damp,v. 使潮湿
condemn,v. 谴责
yawn,n. 哈欠
biology,n. （一个地区全部的）生物
announcement,n. 公告
punish,v. 惩罚
army,n. 陆军，军队
hunger,n. 饿，饥饿
businesswoman,n. 女商人
well,adv. 很好地
airplane,n. 飞机
boss,n. 老板
warm,adj. 温暖的
figure,n. 数字
condition,n. 条件
bus,n. 公共汽车
works,n. 作品
bargain,n. 交易
Dynamic,adj. 动态的
song,n. 歌曲
goal,n. 目标
grain,n. 粮食
add,v. 加
premier,adj. 第一的
starve,v. 饿死
himself,pron. 他自己
pie,n. 馅饼
slave,n. 奴隶
December,n. 十二月
budget,n. 预算，预算费 v. 安排，预定
dinner,n. 晚餐，晚宴
patience,n. 耐性，耐心
should,aux. 应该
mistaken,adj. 错误的
adjust,v. 调整，使…适合
possession,n. 拥有
blanket,n. 毛毯，毯子
ashamed,adj. 惭愧的，感到难为情的
crowded,adj. 拥挤的
long,n. 长时间
review,n. 回顾
shine,v. 发出光
rid,v. 使摆脱
learn,v. 学习
disagreement,n. 不一致
lose,v. 浪费
graduate,v. 授予…学位
everybody,pron. 每个人
describe,v. 描述，形容
especially,adv. 特别
Tuesday,n. 星期二
crossroads,n. 十字路口
soon,adv. 快
inspect,v. 检查
protection,n. 保护
