word,definition
assure,v. 使确信
store,n. 商店
withdraw,v. 撤退
conduct,n. 举止，行为
bulb,n. 电灯泡
alcohol,n. 酒精，乙醇
bitter,adj. 痛苦的
respond,v. 作答
naked,adj. 裸体的
radar,n. 雷达，无线电探测器
birthday,n. 生日
precise,adj. 精确的，准确的
emerge,v. 出现，涌现
reality,n. 现实
wing,n. 翼，翅膀，翅
gauge,v. 量，测量 n. 量器
give,v. 做，作
end,n. 末端
rust,n. 锈 v. 生锈，氧化
disagree,v. 有分歧
engineer,n. 工程师，技师
expert,n. 专家 adj. 熟练的
plain,n. 平原 adj. 清楚的
philosopher,n. 哲学家
eastern,adj. 朝东的
automobile,n. 汽车，机动车
noon,n. 正午，中午
region,n. 地区，地带
transformation,n. 变化
benefit,n. 利益
least,det,pron. 最少的 adv. 最少
grind,v. 磨（碎）
do,aux. （用于实义动词前构成否定句和疑问句） v. 做，干，办
national,adj. 民族的
excursion,n. 远足
haste,n. 急速，急忙
suit,n. 起诉，诉讼 v. 适合
stock,n. 库存品
needless,adj. 不需要的
laser,n. 激光
boot,n. 靴子，长统靴
pain,n. 痛，疼痛
stale,n. 陈腐的
habitual,adj. 习惯性的，惯常的
erect,v. 建造
noticeable,adj. 显而易见的
hate,v. 恨，憎恨
orderly,adj. 整洁的
menu,n. 菜单
fair,adj. 公平的
point,n. 点
live,v. 居住
altitude,n. 高，高度
horizon,n. 地平线
similarly,adv. 类似地，相似地
protein,n. 蛋白质，朊
miserable,adj. 痛苦的
influence,n. 影响
July,n. 七月
sake,n. 缘故，理由
tendency,n. 倾向
giant,n. 〔儿童故事中的〕巨人
father,n. 父亲
specimen,n. 样本，标本，样品
upward,adj. 上升的
ready,adj. 准备好的
path,n. 路，小道
helmet,n. 头盔，钢盔
adverb,n. 副词
information,n. 消息，信息
exterior,adj. 外部的
setting,n. 环境
tidy,adj. 整洁的
eagle,n. 鹰
variable,adj. 易变的 n. 变量
belt,n. 带，腰带
open,adj. 开的
relative,adj. 有关系的
cage,n. 笼
revolt,n. 反抗
exist,v. 存在
width,n. 宽度
argue,v. 争论
herself,pron. 她自己
potato,n. 马铃薯，土豆
aspect,n. 方面
fertile,adj. 肥沃的
chamber,n. 〔人体内或某些机器中的〕室，腔
rotary,adj. 旋转的，转动的
elbow,n. 肘，肘部
dye,v. 染 n. 染料
condition,n. 状况，状态
deaf,adj. 聋的
prize,n. 奖赏，奖金 v. 珍视
knit,v. 把…编结
neither,adj. （两者）都不的
register,n. 登记，注册 v. 登记，注册
flu,n. 流行性感冒
petrol,n. （英）汽油
continent,n. 大陆
echo,n. 回声，反响 v. 重复
boil,v. 沸腾
accident,n. 意外事件
log,n. 原木，木料
cheat,v. 骗取
grass,n. 草
desire,v. 中文释义
dense,adj. 密集的
tank,n. 大容器，槽
restrict,v. 限制，限定
first,num. 第一 adv. 最初
deliver,v. 投递，送交
reduce,v. 减少，减小
aircraft,n. 飞机，飞行器
specific,adj. 特有的
scout,n. 侦察员，侦察机
instant,n. 瞬间 adj. 立即的
involve,v. 使卷入
layout,n. 布局，安排，设计
business,n. 商业，生意
torture,n. 拷问
shiver,v. 颤抖，哆嗦 n. 冷颤
contradiction,n. 矛盾，不一致
photograph,n. 照片，相片
sophisticated,adj. 老于世故的
exploit,v. 剥削
likewise,adv. 同样地
ratio,n. 比，比率
textile,n. 纺织品
employer,n. 雇佣者，雇主
fisherman,n. 渔民，渔夫，打鱼人
love,v. 爱，喜欢 n. 爱
arrive,v. 到达
preferable,adj. 更可取的，更好的
indifferent,adj. 冷漠的
impatient,adj. 不耐烦的，急躁的
vapour,n. 汽，蒸气
chemist,n. 化学家
novel,n. 小说 adj. 新的
forward,adv. 向前
civilize,v. 使文明
nail,n. 钉
harsh,adj. 严厉的
fail,v. 失败
disturb,v. 打扰，扰乱
favourable,adj. 赞成的
exciting,adj. 令人兴奋的
seize,v. 抓住
day,n. （一）天
onto,prep. 到…上
ninety,num. 九十，九十个
application,n. 请求，申请
plot,n. 小块土地 v. 密谋
hotel,n. 旅馆
encourage,v. 鼓励，支持
concentrate,v. 集中
achievement,n. 成就，成绩
comparison,n. 比较，对照
build,v. 建筑
bosom,n. 胸，胸部
bother,v. 烦扰，迷惑 n. 麻烦
festival,n. 〔电影、戏剧、音乐等的〕节，节庆，会演
ensure,v. 保证
face,n. 脸
handy,adj. 便于使用的
honesty,n. 诚实，正直
genuine,adj. 真的
cycle,n. 循环
parent,n. 父亲，母亲，双亲
graph,n. （曲线）图，图表
seal,n. 印记
strengthen,v. 加强，巩固
deny,v. 否定
empire,n. 帝国
surgery,n. 外科，外科手术
fortune,n. 运气
interesting,adj. 有趣的，引人入胜的
project,n. 方案，工程 v. 伸出
again,adv. 又一次
favour,n. 恩惠
fleet,n. 舰队
mankind,n. 人类
liter,n. 升（容量单位）
mechanics,n. 力学
schedule,n. 计划表
crystal,n. 结晶体
letter,n. 信
effective,adj. 有效的
eye,n. 眼睛
card,n. 卡
bush,n. 灌木，灌木丛，矮树
rouse,v. 唤醒，唤起
reflexion,n. 映象
Arabian,adj. 阿拉伯的
widen,v. 变宽
violent,adj. 暴力的
basic,adj. 基本的，基础的
director,n. 理事
own,adj. 自己的 v. 有，拥有
commit,v. 犯（错误）
ampere,n. 安培
blast,n. 爆炸，冲击波 v. 炸
doubtless,adv. 无疑地
cloak,n. 斗篷
comprehensive,adj. 广泛的
mistress,n. 女主
mathematics,n. 数学
housewife,n. 家庭主妇
headmaster,n. 校长
oak,n. 栎属植物
available,adj. 可利用的
no,adv. 不
somebody,pron. 某人，有人
rotation,n. 旋转，转动
virtue,n. 善
urban,adj. 都市的，住在都市的
hardware,n. 硬件
annoy,v. 使恼怒
centigrade,adj. 百分度的
ink,n. 墨水，油墨
parallel,adj. 平行的
naughty,adj. 顽皮的，淘气的
cassette,n. 盒式录音带
fifth,num. 第五 n. 五分之一
organization,n. 组织
hall,n. 门厅
prevail,v. 流行
continue,v. 继续，连续
microcomputer,n. 微型计算机，微机
persist,v. 坚持，固执
unless,conj. 除非，如果不
manage,v. 管理
owner,n. 物主，所有人
weep,v. 哭泣，流泪
vacuum,n. 真空
realize,v. 认识到
predict,v. 预言，预告，预测
portable,adj. 轻便的
ditch,n. 沟，沟渠，渠道
relief,n. 减轻
accommodate,v. 容纳
laboratory,n. 实验室，研究室
brush,n. 刷子，毛刷
microscope,n. 显微镜
emperor,n. 皇帝
render,v. 使得
plug,n. 塞子
consult,v. 请教
candle,n. 蜡烛
range,n. 一系列
adult,n. 成年人 adj. 成年的
approach,v. 向…靠近 n. 靠近
eventually,adv. 终于
glad,adj. 高兴的
conclude,v. 推断出
radiation,n. 辐射
accidental,adj. 偶然的
dog,n. 狗，犬
automation,n. 自动，自动化
huge,adj. 巨大的，庞大的
few,adj. 很少的
angel,n. 天使
handsome,adj. 英俊的
class,n. 班，班级
nation,n. 国家
complaint,n. 抱怨
era,n. 时代，年代
port,n. 港，港口
column,n. 柱，支柱，圆柱
message,n. 信息，消息
pack,v. （把…）打包
black,adj. 黑色的
scan,v. 细看
variation,n. 变化，变动
planet,n. 行星
lend,v. 把…借给
reflection,n. 映象
acre,n. 英亩
removal,n. 移动
sail,n. 帆
France,n. 法国，法兰西
superior,adj. 有优越感的
cafeteria,n. 自助食堂
costly,adj. 昂贵的
ideal,adj. 理想的
sample,n. 样品
continuous,adj. 连续不断的，持续的
joy,n. 欢乐，喜悦
navy,n. 海军
fabric,n. 织物，纺织品
evolve,v. 使进化
eliminate,v. 消灭，消除
staff,n. 全体职员，员工
repeat,v. 重说，重做 n. 重演，重现
narrow,adj. 狭的，狭窄的
freight,n. 货运
educate,v. 教育
fence,n. 栅栏
lick,v. 舔
necessary,adj. 必要的
primitive,adj. 原始的
read,v. 读，看懂
and,conj. 和，又，并
complain,v. 抱怨，诉苦
thrust,v. 插，刺 n. 猛冲，猛刺
junior,adj. 青少年的 n. 晚辈
leading,adj. 最主要的
spur,n. 刺激物 v. 刺激
commercial,adj. 商业的
extraordinary,adj. 非同寻常的
inspire,v. 鼓舞
climate,n. 气候
outward,adj. 外面的
pessimistic,adj. 悲观的
frost,n. 冰冻，严寒
curse,n. 诅咒，咒骂
heroic,adj. 英雄的
dive,v. 跳水
survey,v. 调查
leak,v. 漏
democratic,adj. 民主的，民主政体的
apart,adv. 相隔
resort,vi. 求助，凭借
utter,adj. 完全的，彻底的
penetrate,v. 穿过
passenger,n. 乘客，旅客
compete,v. 竞争
boast,v. 自夸，吹嘘
breadth,n. 宽度，幅度
unique,adj. 唯一的，独一无二的
opportunity,n. 机会，良机
precious,adj. 珍贵的，宝贵的
accurate,adj. 准确的，正确无误的
feeble,adj. 虚弱的
kind,n. 种类
helpful,adj. 给予帮助的
apology,n. 道歉，认错，谢罪
lighten,v. 照亮，使明亮
hot,adj. 热的
hasty,adj. 急速的
civil,adj. 公民的
able,adj. 有能力的
drive,v. 驾驶
eleventh,adj. 第十一（个）
friction,n. 摩擦
expectation,n. 期待，预期
commission,n. 委员会
old,adj. 老的
night,n. 夜，夜间
joyful,adj. 十分喜悦的，快乐的
highly,adv. 很，非常
full,adj. 满的
detail,n. 细节
foot,n. 脚
tag,n. 标签
cash,n. 现金，现款
vanish,v. 突然不见，消失
movie,n. 电影
convert,v. 使转变
although,conj. 尽管，虽然
submerge,v. 浸没
event,n. 事件，大事
jam,n. 果酱
display,v. 陈列，展览
mutton,n. 羊肉
exhaust,v. 使筋疲力尽
pot,n. 锅
murder,n. 谋杀，凶杀 v. 谋杀，凶杀
language,n. 语言
wire,n. 金属线
honourable,adj. 光荣的
nationality,n. 国籍
remove,v. 移动，搬开
spacecraft,n. 航天器，宇宙飞船
channel,n. 海峡
lunch,n. 午餐，（美）便餐
form,n. 形式
soak,v. 浸，泡
mobile,adj. 运动的
dim,adj. 昏暗的
death,n. 死，死亡
inevitable,adj. 不可避免的，必然的
host,n. 主人
Marxist,adj. 马克思主义的
pork,n. 猪肉
expect,v. 预料，预期
disorder,n. 骚乱
triumph,n. 凯旋
jaw,n. 颌，颚
peak,n. 山顶，巅 adj. 最高的
practically,adv. 实际上
exclusively,adv. 专门地
noble,adj. 贵族的
liberty,n. 自由
graceful,adj. 优美的，优雅的
joint,n. 关节
sweep,v. 扫
session,n. 一段时间
countryside,n. 乡下，农村
miss,n. 小姐
hundred,num. 百，百个 n. 许多
tube,n. 管
jungle,n. 丛林，密林，莽丛
fool,n. 蠢人，傻子 v. 欺骗
optical,adj. 眼的
attentive,adj. 注意的
anybody,pron. 任何人
complete,adj. 完整的
depth,n. 深度
participate,v. 参与，参加
tire,v. 疲劳，累
God,n. 神，神像
habit,n. 习惯
enlarge,v. 扩大，扩展
bargain,n. 交易 v. 议价
revolutionary,adj. 革命的 n. 革命者
instance,n. 例子，实例，事例
considerate,adj. 考虑周到的
dismiss,v. 不再考虑
dare,v. 敢
odour,n. 气味，味道
cultivate,v. 耕
thunder,n. 雷 v. 打雷
enclose,v. 附上
enter,v. 走进，进入
introduce,v. 介绍
judgement,n. 判断
pool,n. 游泳池
daring,adj. 大胆的，勇敢的
postpone,v. 延迟，推迟，延缓
telegram,n. 电报
fund,n. 基金
lifetime,n. 一生，终身
control,v. 控制
bronze,n. 青铜
pit,n. 坑，地坑
lab,n. 实验室，研究室
dynamic,adj. 有活力的
disable,v. 使无能，使伤残
comparative,adj. 比较的
gate,n. 大门
seed,n. 种（子），籽
worthwhile,adj. 值得花时间的
fame,n. 名声，名望
doubtful,adj. 难以预测的
distinguish,v. 区别，辨别
concert,n. 音乐会，演奏会
famine,n. 饥荒
slice,n. 薄片，切片
invade,v. 入侵，侵略
celebrate,v. 庆祝
prisoner,n. 囚犯
temporary,adj. 暂时的，临时的
princess,n. 公主
treasure,n. 财富
ill,adj. 有病的
comrade,n. 亲密的同伴
fragment,n. 碎片，破片，碎块
problem,n. 问题
enough,det. 足够的 adv. 足够地
address,n. 地址
bath,n. 浴，洗澡
invent,v. 发明，创造
provision,n. 供应
coordinate,v. 使协调，调节
devote,v. 将…奉献，致力于
inside,prep. 在…里面 n. 内部
valid,adj. 有效的
oh,int. 嗬，哦，唉呀
liberate,v. 解放
talk,v. 讲话
ever,adv. 在任何时候
bark,n. 吠叫声 v. 吠，叫
horror,n. 恐怖
deduce,v. 演绎，推论，推断
deserve,v. 应受
overcome,v. 克服
angry,adj. 愤怒的，生气的
Asian,adj. 亚洲的 n. 亚洲人
dress,n. 服装
inefficient,adj. 效率低的，无能的
mouthful,n. 满口，一口
appetite,n. 食欲，胃口
hospital,n. 医院
fortnight,n. 两星期，十四天
chew,v. 咀嚼，嚼碎
optional,adj. 可以任意选择的
assist,v. 援助，帮助
carpet,n. 地毯，毡毯，毛毯
probability,n. 可能性
railway,n. 铁路，铁道
each,det,pron. 各，各自
explosion,n. 爆炸，炸裂
racial,adj. 种族的
clerk,n. 办事员，职员
asleep,adj. 睡着的，睡熟的
possible,adj. 可能的
hostess,n. 女主人
exception,n. 例外，除外
cathedral,n. 总教堂
acceptance,n. 接受，验收
might,v. 可能，会，也许
unite,v. 联合
ox,n. 阉牛
recovery,n. 重获
fellow,n. 家伙
brown,n. 褐色，棕色
blind,adj. 瞎的
dash,v. 使猛撞
must,v. 必须
importance,n. 重要
reception,adj. 接待
cap,n. 帽子，便帽
captain,n. 陆军上尉
rigid,adj. 刚硬的
mistake,n. 错误 v. 误解，弄错
depart,v. 离开，起程
engage,v. 使从事于
crazy,adj. 疯狂的，荒唐的
butcher,n. 屠夫
pay,v. 支付
lonely,adj. 孤独的
corn,n. 谷物
pierce,v. 剌穿
revise,v. 修订，校订
primarily,adv. 首先
field,n. 田野
compromise,n. 妥协，和解
crane,n. 起重机，摄影升降机
future,n. 将来，未来
external,adj. 外部的，外面的
fraction,n. 小部分
delicate,adj. 纤细的
abundant,adj. 丰富的
brittle,adj. 脆的
claim,v. 声称，主张
appreciate,v. 领会
about,prep. 关于
parade,n. 游行
furnish,v. 装备，布置 （房间、建筑物）
mourn,v. 哀痛，哀悼
hazard,n. 危险
choice,n. 选择，抉择
liable,adj. 易于…的
sum,n. 金额
foreigner,n. 外国人
mud,n. 软泥，泥浆
reveal,v. 揭示，揭露
fold,v. 折叠
beard,n. 胡须，络腮胡子
illustrate,v. （用图等）说明
protect,v. 保护，保卫，警戒
airline,n. 航空公司
military,adj. 军事的
Negro,n. 黑人
deep,adj. 深的
storey,n. （层）楼
willing,adj. 愿意的，心甘情愿的
quarter,n. 四分之一
obey,v. 顺从
pattern,n. 型，式样
lightly,adv. 轻轻地，轻松地
suppose,v. 猜想
case,n. 情况
overcoat,n. 外衣，大衣
installation,n. 安装
niece,n. 侄女，外甥女
incline,n. 斜坡 v. 使倾斜
superficial,adj. 肤浅的
appointment,n. 约定，约会
tyre,n. 轮胎，车胎
failure,n. 失败
beauty,n. 美，美丽
painting,n. 油画
frown,v. 皱眉，蹙额
drown,v. 淹死，溺死
resemble,v. 像，类似
pressure,n. 压力
remarkable,adj. 异常的，非凡的
muscle,n. 肌肉，肌
nap,n. 小睡，打盹，瞌睡
polish,v. 磨光
company,n. 公司，商号
critical,adj. 批评的
renew,v. 使更新
maintain,v. 维持
computer,n. 计算机，电脑
feasible,adj. 可行的
transformer,n. 变压器
vehicle,n. 车辆，机动车
politician,n. 政治家
regard,v. 把…看作
oral,adj. 口头的
height,n. 高，高度
approximately,adv. 近似地，大约
long,v. 渴望，极想念
bit,n. 一点，一些，小片
sole,n. 脚底
imprison,v. 关押，监禁
folk,n. 人们
carve,v. 刻，雕刻
practice,n. 练习
element,n. 成分
rapid,adj. 快的
rational,adj. 理性的
indispensable,adj. 必不可少的，必需的
contact,v. 与…联系
treatment,n. 待遇
insure,v. 给…保险
excellent,adj. 优秀的，杰出的
loyal,adj. 忠诚的，忠心的
dull,adj. 枯燥的
ghost,n. 鬼，灵魂
mortal,adj. 终有一死的
identify,v. 认出，识别，鉴定
iron,n. 铁 v. 烫（衣）
China,n. 中国
collision,n. 碰撞
harmful,adj. 有害的
volume,n. 音量
bull,n. 公牛
mask,n. 面具
crime,n. 犯罪
debate,n. 争论，辩论 v. 争论，辩论
newspaper,n. 报纸，报
criticize,v. 批评
pencil,n. 铅笔
courage,n. 勇气，胆量，胆识
forehead,n. 额头，前部
perceive,v. 理解
place,n. 地方，地点
joke,n. 笑话 v. 说笑话
sheet,n. 被单
dot,n. 点，圆点 v. 打点于
balance,v. 使平衡 n. 天平
melon,n. 瓜，甜瓜
injure,v. 伤害，损害，损伤
cucumber,n. 黄瓜
flame,n. 火焰
less,adj. 更少的 adv. 更少地
peace,n. 和平
solve,v. 解决
basis,n. 基础，根据
once,adv. 一次
bus,n. 公共汽车
husband,n. 丈夫
haircut,n. 理发
kiss,v. 吻 n. 吻
pet,n. 爱畜
harvest,n. 收获
considerable,adj. 相当大的
cordial,adj. 真诚的，诚恳的
sketch,n. 略图
avenue,n. 大街
bright,adj. 明亮的
intimate,adj. 亲密的
locate,v. 探明，找出，查出
pride,n. 骄傲
ore,n. 矿，矿石，矿砂
cupboard,n. 碗柜，碗碟橱
battery,n. 电池
impression,n. 印象
waterproof,adj. 不透水的，防水的
find,v. 找到
chapter,n. 章，回，篇
powerful,adj. 有权威的
overtime,n. 加班
carrier,n. 运输工具
troop,n. 军队
garbage,n. 垃圾，污物，废料
literature,n. 文学
excessive,adj. 过多的，极度的
nasty,adj. 龌龊的
aboard,adv. 在船（车）上
outdoor,adj. 户外的，室外的
accuse,v. 指责
heaven,n. 天堂
include,v. 包括，包含
poisonous,adj. 有毒的，有害的
medicine,n. 内服药
Europe,n. 欧洲
examine,v. 检查，仔细观察
halt,v. 停止
endure,v. 忍受
opening,adj. 开始的 n. 开始
silence,n. 沉默 v. 使沉默
missile,n. 导弹
executive,adj. 执行的 n. 执行者
reliability,n. 可靠性
granddaughter,n. 孙女，外孙女
occasional,adj. 偶然的
fortunate,adj. 幸运的
ear,n. 耳朵
sequence,n. 次序
guarantee,n. 保证
link,v. 有环连接 n. 环
actual,adj. 实际的
after,prep. 在…以后
access,n. 通道，入口
recently,adv. 最近，新近
intellectual,n. 知识分子 adj. 智力的
rotate,v. 旋转
deck,n. 甲板
plough,n. 犁 v. 犁，耕
poison,n. 毒，毒药 v. 毒害
perhaps,adv. 也许，可能，多半
acid,n. 酸 adj. 酸的
elect,v. 选举，推选
cent,n. 分
arbitrary,adj. 随心所欲的
either,det,pron. （两者）任何一个
Atlantic,adj. 大西洋的 n. 大西洋
actor,n. 演剧的人
fever,n. 发热，发烧
mostly,adv. 主要的，大部分
player,n. 游戏的人
swell,v. 膨胀
experience,n. 经验，感受
creative,adj. 创造性的，创作的
perfect,adj. 完美的
affection,n. 慈爱，爱
largely,adv. 大部分
extent,n. 程度
better,adj. 较好的 adv. 更好地
disappear,v. 消失
motivate,v. 促动
moreover,adv. 再者，加之，此外
regulate,v. 管理，控制
respectively,adv. 各自地，分别地
exit,n. 出口
chairman,n. 主席
journal,n. 日报，杂志
below,prep. 在…下面（以下）
belief,n. 信念
minority,n. 少数
over,prep. 在…上方
conversation,n. 会话，非正式会谈
factory,n. 工厂，制造厂
cherry,n. 樱桃
consent,n. 同意，赞成 v. 同意
else,adv. 其它，另外 adj. 别的
mouse,n. 鼠，耗子
disk,n. 圆盘，唱片
legal,adj. 法律的
fundamental,adj. 基础的，基本的
liquor,n. 酒
ancient,adj. 古代的
pillow,n. 枕头
grip,v. 握紧，抓牢 n. 紧握
limitation,n. 限制
chief,adj. 首席的
dark,adj. 暗的
stoop,v. 俯身
parliament,n. 议会，国会
weld,v. 焊接，熔接 n. 焊接点
hang,v. 挂，悬
pacific,adj. 和平的 n. 太平洋
regulation,n. 规则，规章
against,prep. 倚在
blood,n. 血，血液
life,n. 生命
cannon,n. 大炮，火炮
evening,n. 傍晚，黄昏，晚上
confine,v. 禁闭
ceiling,n. 天花板，顶蓬
ashamed,adj. 惭愧（的）
just,adv. 正好
necessity,n. 必要性
mercury,n. 水银，汞
materialism,n. 唯物主义
let,v. 允许，让
darling,n. 亲爱的人
billion,num. 万亿（英）
frame,n. 框架，框子
cheek,n. 面颊，脸蛋
incident,n. 发生的事
head,n. 头
acquaintance,n. 熟人
fifty,num. 五十，五十个
people,n. 人
injection,n. 注射
fetch,v. 拿来
indignant,adj. 愤慨的，义愤的
carpenter,n. 木工，木匠
function,n. 功能
transparent,adj. 透明的
exposure,n. 暴露
sightseeing,n. 观光，游览
around,prep. 在…周围
everybody,pron. 每人，人人
cart,n. 二轮运货马车
theoretical,adj. 理论（上）的
herd,n. 兽群，牧群 v. 放牧
fatal,adj. 致命的
England,n. 英格兰
sportsman,n. 运动员
intensity,n. 强烈，剧烈
violet,n. 紫罗兰
agree,v. 同意
lens,n. 镜头
attitude,n. 态度，看法
dirt,n. 尘，污物，污垢
assemble,v. 集合，召集
slender,adj. 细长的
sticky,adj. 粘性的
drawer,n. 抽屉
dormitory,n. 集体寝室
ray,n. 光线
delicious,adj. 美味的
admit,v. 承认
thread,n. 线
poet,n. 诗人
somehow,adv. 由于某种原因
mate,n. 伙伴，同事
character,n. 性格
across,prep. 横过
organ,n. 器官
gesture,n. 姿势，手势
equality,n. 等同，平等
landlady,n. 女房东
attend,v. 出席
proof,n. 证据
cover,v. 盖
fasten,v. 扎牢，扣住
push,v. 推
rib,n. 肋，肋骨
light,adj. 轻的
stir,v. 搅动
earthquake,n. 地震
concentration,n. 专注
make,v. 做，制造
wind,v. 绕，缠绕
guilty,adj. 内疚的
blaze,n. 火
invest,v. 投资
cloudy,adj. 多云的
grandson,n. 孙子，外孙子
feeling,n. 感觉，知觉
trap,n. 陷阱
race,n. 比赛，竞赛，竞争
overlook,v. 忽略
spade,n. 铲，铁锹
whistle,n. 口哨 v. 吹口哨
action,n. 行动
bolt,n. 插销
drug,n. 药，药物，药材
nitrogen,n. 氮
listen,v. 听，留神听
murderer,n. 杀人犯，凶手
evidence,n. 根据
inhabitant,n. 居民，住户
instead,adv. 代替，顶替
alike,adj. 相像
lesson,n. 功课，课
medium,n. 媒质 adj. 中等的
lest,conj. 以免
cancel,v. 取消，撤销
butter,n. 黄油
pill,n. 药丸，丸剂
fairly,adv. 相当
horn,n. 号角
melt,v. 融化
preposition,n. 前置词，介词
fruitful,adj. 多产的
middle,n. 中部 adj. 中部的
leap,v. 跳，跃 n. 跳跃
million,num. 百万 n. 许多
know,v. 知道
biology,n. 生物学
voluntary,adj. 自愿的，志愿的
acquire,v. 取得
independent,adj. 独立的
wheel,n. 轮，车轮
hole,n. 洞
symbol,n. 象征
curious,adj. 好奇的
bay,n. 湾
forbid,v. 禁止，不许
refer,v. 谈到
finally,adv. 最后
nylon,n. 尼龙，耐纶
ambition,n. 雄心，抱负，野心
electric,adj. 电的，电动的
velocity,n. 速度
relax,v. 使松弛
golf,n. 高尔夫球
bone,n. 骨，骨骼
glory,n. 光荣
interpret,v. 口译
want,n. 需要
mood,n. 心情，情绪
coach,n. 长途公共汽车
examination,n. 考试
kindness,n. 仁慈，好意
terror,n. 恐怖，惊骇
heroine,n. 女英雄
cricket,n. 板球
retreat,v. （被迫）退却
curve,n. 曲线
structural,adj. 结构的，构造的
via,prep. 经过
misunderstand,v. 误解，误会，曲解
pond,n. 池塘
precaution,n. 预防
shore,n. 滨，岸
autumn,n. 秋，秋季
prospect,n. 展望
question,n. 问题
front,adj. 前面的 n. 前部
broadcast,n. 广播，播音
background,n. 背景，经历
appearance,n. 外观
fur,n. 软毛
pronoun,n. 代词
coarse,adj. 粗的，粗糙的
clarify,v. 澄清，阐明
remote,adj. 相隔很远的
investigation,n. 调查，调查研究
boat,n. 小船，艇
attractive,adj. 有吸引力的
occupy,v. 占领
agony,n. 极度痛苦
platform,n. 站台
communism,n. 共产主义
not,adv. 不，没有
intensive,adj. 加强的
maybe,adv. 大概，或许
disgust,n. 厌恶，憎恶
utilize,v. 利用
protection,n. 保护
connect,v. 连接，连结
cancel,vt. 取消， 撤销
explosive,adj. 爆炸的
numerous,adj. 众多的
govern,vi. 居支配地位， 占优势 vt. 统治，治理，支配
analyse,vt. 分析
discourage,vt. 使泄气， 使灰心
resemble,vt. 像， 类似于
remote,adj. 遥远的
salary,n. 薪金， 薪水
pollution,n. 污染， 污染物
pretend,vt. 装作， 假装
kettle,n. 水壶
wreck,n. 失事
drunk,adj. 醉的
calculate,vt. 计算
persistent,adj. 坚持的， 不屈不挠的
sake,n. 缘故， 理由
conceal,vt. 把…隐藏起来， 掩盖， 隐瞒
audience,n. 听众， 观众， 读者
meanwhile,adv. 与此同时
possess,vt. 占用， 拥有
competent,adj. 有能力的， 能胜任的
investment,n. 投资， 投资额
neutral,adj. 中立的
scratch,v. 抓，搔，扒
optional,adj. 可以任选的
require,vt. 需要
circular,adj. 圆的
analysis,n. 分析， 分析报告
click,v. 发出咔嗒声
fashionable,adj. 流行的， 时髦的
devise,vt. 设计， 发明
apparent,adj. 表面上的， 明显的
journalist,n. 新闻工作者， 新闻记者
exposure,n. 暴露， 揭露
temper,n. 韧度
protective,adj. 保护的， 防护的
sideways,adv&adj. 从一边， 向一边
multicultural,adj. 融合多种文化的
object,vi. 反对， 不赞成 n. 实物， 物体
humble,adj. 谦逊的
chapter,n. 章， 回， 篇
harbour,n. 海港，港口 vt. 庇护
independent,adj. 独立的， 自主的
carriage,n. 客车厢， 四轮马车
cliff,n. 悬崖， 峭壁
infinite,adj. 无限的
concede,vt. 承认， 承认…为真
elect,vt. 选举， 推选
weekly,adv. 每周 adj. 每周的
result,vi. 发生
golf,n. 高尔夫球运动
selfish,adj. 自私的， 利己的
sexism,n. 性别偏见， 性别歧视
commission,n. 委任状
headline,n. 大字标题
connect,vt. 连接， 结合， 联系
rational,adj. 理性的， 理智的
policy,n. 政策， 方针
editorial,adj. 编辑的，主笔的，编者的
resume,vt. 重新开始， 继续， 恢复 n. 摘要， 概要
rebuild,v. 重建， 改造
committee,n. 委员会， 全体委员
namely,adv. 即， 也就是
artistic,adj. 艺术的， 艺术家的
union,n. 工会， 联盟
plentiful,adj. 丰富的， 充足的
halt,vt. 停止，立定 n. 停住
component,adj. 组成的， 构成的 n. 组成部分，部件，组件
consultant,n. 顾问
sunset,n. 日落
obvious,adj. 明显的
illustration,n. 说明， 图解， 例证
disguise,vt. 假扮，化装，伪装
wrap,vt. 裹，包，捆 n. 披肩
surgery,n. 外科， 外科手术
liberal,adj. 心胸宽大的， 慷慨的
violent,adj. 暴力引起的， 暴力的
harmony,n. 调和， 协调， 和谐
resolve,n&v. 解决， 解答
chill,v. 变冷，感到冷 n. 寒冷， 寒气
confront,vt. 迎面遇到， 遭遇
dominate,vi. 拥有优势 vt. 在…中占首要地位
imitate,vt. 模仿， 仿效， 仿制
faithful,adj. 忠诚的
reproduce,v. 复制， 再现
institution,n. 协会
pad,n. 垫，衬垫
provocation,n. 激怒， 刺激
ambition,n. 雄心， 抱负
scholarship,n. 奖学金
exceed,vt. 超过， 胜过， 超出
besides,adv. 而且 prep. 除…之外
preposition,n. 介词
enlarge,vt. 扩大， 扩展， 放大
implement,n. 工具， 器具， 用具 vt. 使生效， 履行， 实施
export,vt. 输出， 出口 n. 输出， 出口
Christ,n. 基督， 救世主
murder,n. 谋杀，凶杀
pat,adj. 非常恰当的， 适时的 n. 轻拍
fantasy,n. 想象， 幻想
horsepower,n. 马力
visibility,n. 可见度， 能见度
invitation,n. 邀请， 招待
paw,v. 用爪子抓， 用蹄扒
enormous,adj. 巨大的， 庞大的
moisture,n. 潮湿， 湿气
toast,n. 烤面包
frustrate,vt. 使沮丧， 使灰心
external,adj. 外部的， 外面的
aside,adv. 在旁边， 到旁边
circumstance,n. 情况， 条件
revise,v. 修订， 修改
authority,n. 官方
creature,n. 创造物， 产物
harm,n&vt. 伤害， 损害
