word,definition
utensil,n. 器皿，用具
maple,n. 槭树，枫树
follower,n. 信徒，追随者
siren,n. 汽笛，警报器
motel,n. 汽车游客旅馆
garage,n. 汽车修理站
motorway,n. 汽车道，快车路
hitherto,adv. 迄今，到目前为止
barometer,n. 气压计，睛雨表
pant,v. 气喘
jack,n. 起重器
scratch,n. （某人皮肤上的）划痕，划伤
count,n. 起拆理由，罪状
message,n. 启示，要旨，教训
enlighten,v. 启发，开导
implore,v. 乞求，恳求，哀求
knight,n. 骑士，武士
marvel,n. 奇迹
subsequently,adv. 其后，其次，接着
cheat,n. 欺诈
periodical,n. 期刊，杂志
currently,adv. 当前
universally,adv. 普遍地，一般地
bushel,n. 蒲式耳（容量单位）
raisin,n. 葡萄干
fracture,n. 破裂
destructive,adj. 破坏（性）的，危害的
bankrupt,adj. 破产的 v. 使破产
persecute,v. 迫害，残害
incline,n. 坡度
flask,n. 瓶
tack,n. 平头钉 v. 钉住
terrace,n. 平台，阳台，露台
civilian,n. 平民 adj. 平民的
tranquil,adj. 平静的
equation,n. 平衡
equilibrium,n. 平衡，均衡
commonplace,adj. 平凡的 n. 平常话
frequency,n. 频繁，屡次
barren,adj. 贫瘠的
float,n. 漂浮物
bleach,v. 漂白，变白
flake,n. 片，薄片
deflection,n. 偏斜，歪斜
prejudice,n. 偏见，成见
adjacent,adj. 毗连的
cape,n. 披肩，斗篷
clash,n. 冲突，抵触
collide,v. 碰撞
ingredient,n. 配料，成分
shell,n. 炮弹，猎枪子弹
battery,n. 炮组，排炮
foam,n. 泡沫塑料
bypass,n. 旁通管 v. 绕过
limp,v. 蹒跚，跛行 n. 跛行
stagger,v. 蹒跚，使摇晃
ascend,v. 攀登，登高
dispatch,v. 派遣
faction,n. 派别，宗派，小集团
hover,v. 徘徊
drainage,n. 排水
range,v. 排列
clap,n. 拍手喝采声
reptile,n. 爬行动物
overhear,v. 偶然听到
ohm,n. 欧姆
hostess,n. 女主人
feminine,adj. 女性的
waitress,n. 女侍者，女服务员
goddess,n. 女神
blouse,n. 女衬衫
coward,adj. 懦怯的，胆小的
radiator,n. 暖气片
strive,v. 努力，奋斗，力求
mess,v. 弄脏，弄乱，搞糟
distortion,n. 歪曲
shorten,v. 弄短，缩小，减少
Saturn,n. 土星
milky,adj. 牛奶的
wrench,v. 拧，扭伤 n. 拧
wring,v. 拧，挤，扭，榨
peer,v. 凝视
nickel,n. 镍
junior,n. 年少者
annually,adv. 年年，每年
practicable,adj. 能实行的
capability,n. 能力，才能
basin,n. 内海
interior,n. 内部 adj. 内部的
tickle,v. 挠，胳肢
incredible,adj. 难以置信的，惊人的
difficult,adj. 难以满足的
refugee,n. 难民，流亡者
pumpkin,n. 南瓜
polar,adj. 南（北）极的
masculine,adj. 男性的
baron,n. 男爵
endurance,n. 耐久力，持久力
sodium,n. 钠
pasture,n. 牧场
intent,adj. 目不转睛的，热切的
end,n. 目标，目的
oyster,n. 牡蛎
magician,n. 魔法师
skyscraper,n. 摩天楼
module,n. 模块
ambiguous,adj. 模棱两可的
feel,v. 摸起来
destiny,n. 命运，天数
doom,n. 厄运，毁灭 v. 注定
proposition,n. 命题，主题
bid,v. 报价
destine,v. 命定，注定
sensible,adj. 明显的，感觉得到的
explicit,adj. 明晰的
decidedly,adv. 明确地，坚决地
formulation,n. 表述方式
brightness,n. 明亮，辉煌，聪明
classic,n. 名著 adj. 不朽的
promptly,adv. 敏捷地，迅速地
sensitivity,n. 敏感（性）
representation,n. 描写
nursery,n. 苗圃
deposition,n. 免职，罢免
confidential,adj. 秘密的
enchant,v. 迷住
fascinate,v. 迷住，迷人
superstition,n. 迷信，迷信行为
stray,v. 迷路 adj. 迷路的
perplex,v. 迷惑，困惑，难住
bewilder,v. 迷惑，把…弄糊涂
snap,v. 猛咬
hurl,v. 猛投
jerk,v. 猛地一拉，急拉
ally,n. 盟国
threshold,n. 门槛
charm,n. 魅力
fair,adj. 美丽的
offensive,adj. 冒犯的
pore,n. 毛孔，气孔，细孔
fuss,n. 大惊小怪 v. 忙乱
cartoon,n. 动画片
vine,n. 蔓，藤，藤本植物
expire,v. 满期，到期
bull,n. 买空的证券投机商
wharf,n. 码头，停泊所
circus,n. 马戏
filter,v. 滤过
ass,n. 傻瓜，蠢笨的人
propeller,n. 螺旋桨，推进器
spiral,adj. 螺旋（形）的，盘旋的
nut,n. 螺帽，螺母
Roman,n. 古罗马人
thesis,n. 论文
forum,n. 论坛，讨论会
oval,adj. 卵形的 n. 卵形
video,adj. 录像的
reed,n. 芦笛，牧笛
leakage,n. 漏，泄漏
hug,v. 搂 n. 紧紧拥抱
stairway,n. 楼梯
monopoly,n. 垄断
bridle,n. 马笼头
willow,n. 柳树，柳木
streamline,n. 流线
rascal,n. 流氓，恶棍，无赖
prevalent,adj. 流行的
exile,v. 流放 n. 被流放者
flux,n. 流
track,v. 留下足迹
gramophone,n. 留声机
otherwise,adv. 另外
province,n. 领域，范围，职权
consul,n. 领事
retail,n. 零售
flexible,adj. 灵活的，可变通的
inspiration,n. 灵感
grove,n. 林子，小树林，园林
neighbouring,adj. 邻近的，接壤的
vicinity,n. 邻近
fission,n. 裂开
prey,n. 猎物 v. 捕获
martyr,n. 烈士，殉难者
grin,v. 咧着嘴笑
expect,v. 料想，认为
quantitative,adj. 量的
blush,v. 脸红，害臊 n. 脸红
allied,adj. 联合的
ripple,n. 涟漪，细浪，波纹
mitten,n. 连指手套
attachment,n. 爱慕
junction,n. 连接点，汇合处
chestnut,n. 栗子
exceptional,adj. 优越的
solar,adj. 利用太阳光的
impose,v. 将（想法、信仰等）强加于（某人）
utilization,n. 利用，效用
stereo,n. 立体声 adj. 立体声的
cubic,adj. 立方体的
legislation,n. 立法
historian,n. 历史学家
historic,adj. 历史的
mechanics,n. 力学，机械学
intellect,n. 理智，智力，才智
ideally,adv. 理想地
abstract,adj. 理论上的 n. 抽象派作品
slang,n. 俚语
courtesy,n. 礼貌，谦恭
twilight,n. 黄昏
ion,n. 离子
excursion,n. （尤指集体）远足，短途旅行
grim,adj. 严厉的
prism,n. 棱镜
troublesome,adj. 困难的
analogue,n. 类似物
similarity,n. 类似，相似
flank,n. 肋，肋腹
comprehend,v. 了解，理解，领会
optimism,n. 乐观，乐观主义
sophisticated,adj. 老于世故的
straightforward,adj. 老实的，坦率的
wasteful,adj. 浪费的
idleness,n. 懒惰
shabby,adj. 破旧的
dust,n. 灰尘
flight,n. 溃退，逃跑
rapture,n. 狂喜，欢天喜地
fury,n. 狂怒，暴怒
violent,adj. 狂暴的
furious,adj. 狂暴的
satisfaction,n. 满足，愉快
snack,n. 快餐，小吃
rapidity,n. 快，迅速
parade,v. 夸耀（才能等）
pants,n. 裤子
bitterness,n. 苦味，辛酸，苦难
wither,v. 枯萎
clasp,v. 扣住，扣紧，钩住
fastener,n. 扣件，钮扣，揿钮
stammer,v. 口吃地说 n. 口吃
panic,n. 恐慌，惊慌
terrorist,n. 恐怖分子
peacock,n. 孔雀
fantastic,adj. 空想的
pneumatic,adj. 空气的
aerial,adj. 空气的
spatial,adj. 空间的，占据空间的
void,adj. 无效的
gnaw,v. 啃，咬断，啮
longing,n. 渴望 adj. 显示渴望的
suspicious,adj. 可疑的
shady,adj. 可疑的，靠不住的
questionable,adj. 可疑的，不可靠的
portable,adj. 可移动的
grateful,adj. 感谢的，感激的
adjustable,adj. 可调整的，可校准的
frightful,adj. 可怕的
formidable,adj. 可怕的
dreadful,adj. 可怕的
monstrous,adj. 极大的
possibility,n. 可能的事
likelihood,n. 可能（性）
respectable,adj. 可敬的
appreciable,adj. 可察觉的
shameful,adj. 可耻的
comparable,adj. 可比较的
particular,adj. 特称的
whereby,adv. 靠什么
ponder,v. 考虑，沉思
exploration,n. 考察
generosity,n. 慷慨，宽宏大量
discern,v. 弄清楚，辨别
fell,v. 砍倒（树等）
carry,v. 刊登
inaugurate,v. 使就职
initiate,v. 开始，创始
commence,v. 开始
reclaim,v. 开垦，开拓
evolution,n. 进化
start,v. 开动，着手
unlock,v. 开…的锁
sheriff,n. 郡长
monarch,n. 君主，最高统治者
sovereign,n. 君主 adj. 统治的
bugle,n. 军号，喇叭
extinct,adj. 绝种的
decisive,adj. 决定性的
govern,v. 决定，支配
winding,n. 蜿蜒曲折的路径 adj. 蜿蜒曲折的
curly,adj. 卷曲的
reel,v. 卷，绕
mob,v. 团团围住（名人等）
polymer,n. 聚合物，多聚物
hurricane,n. 飓风，十二级风
sting,n. 剧痛
repel,v. 使厌恶
gigantic,adj. 巨大的
uphold,v. 维护
exemplify,v. 举例证明（解释）
rectangle,n. 矩形，长方形
administration,n. 局（或署、处等）
reside,v. 居住，驻扎
dwell,v. 居住
induction,n. 就职
Christ,n. 救世主（耶稣基督）
symposium,n. 座谈会
whoever,pron. 究竟是谁
rectify,v. 纠正
vein,n. 静脉，血管
competitor,n. 竞争者，敌手
competitive,adj. 竞争的，比赛的
contend,v. 竞争
alert,adj. 警惕的
warning,n. 警告，告诫，鉴诫
whale,n. 鲸
selection,n. 选择
thorough,adj. 精心的
finely,adv. 精细地
literary,adj. 文学的
refinery,n. 精炼厂，提炼厂
vigorous,adj. 精力旺盛的，茁壮的
fright,n. 惊吓，恐怖
astonishment,n. 惊奇，惊讶
dismay,n. 惊慌，沮丧，灰心
empirical,adj. 经验主义的
longitude,n. 经线，经度
support,v. 经受，承受
economics,n. 经济学
prohibition,n. 禁止
shortcut,n. 近路
inlet,n. 水湾
perfection,n. 尽善尽美
notwithstanding,prep. 尽管，虽然
prudent,adj. 谨慎的
compact,adj. 紧密的 v. 使紧凑
tightly,adv. 紧地，牢固地
barely,adv. 勉强
metallic,adj. 金属的
tuna,n. 金枪鱼
henceforth,adv. 今后，从今以后
mustard,n. 芥子，芥末
presentation,n. 介绍
interpret,v. 口译
version,n. 解释
untie,v. 解开，松开
tackle,v. 解决，对付 n. 用具
dissolve,v. 解除（婚约等）
tuberculosis,n. 结核病，肺结核
incorporate,v. 结合，合并，收编
construction,n. 建筑结构
economically,adv. 在经济上
abbreviation,n. 节略，缩写，缩短
thrifty,adj. 节俭的
interview,v. 接见，会见，会谈
receiver,n. 接待者
yeast,n. 酵母
doctrine,n. 教义，主义
tutor,v. 教，指导
disillusion,v. 觉醒，使觉醒
horn,n. 角状物
reef,n. 礁，礁石，暗礁
coke,n. 焦炭
symphony,n. 交响乐
intercourse,n. 交际，往来，交流
soy,n. 大豆，黄豆
parachute,n. 降落伞
degradation,n. 降级
oar,n. 桨
discourse,n. 讲话，演说，讲道
ginger,n. 姜，生姜
splash,v. 溅泼
architect,n. 建筑师
theory,n. （未证明的）见解，看法，推测
clip,v. 剪
diminish,v. 减少，减小
lessen,v. 减少，变少
inspector,n. 检查员
reserve,n. 缄默，自我克制
challenge,n. 艰巨任务
enterprise,n. 艰巨的事业
resolute,adj. 坚决的，果敢的
firmness,n. 坚固，坚定，稳固
sturdy,adj. 牢固的
steady,adj. 稳定的，扎实的
stability,n. 稳定
insistent,adj. 坚持的
persistence,n. 坚持
persevere,v. 坚持，不屈不挠
shrill,adj. 尖声的 v. 尖声地叫
bridge,v. 架桥于，用桥连接
rate,n. 价格 v. 对…评定
hypothesis,n. 假设
sham,n. 假冒
fake,n. 假货，膺品 adj. 假的
presume,v. 假定，假设，揣测
beetle,n. 甲虫
clamp,v. 夹住，夹紧 n. 夹子
sandwich,v. 夹入，挤进
homely,adj. 家常的
fowl,n. 家禽
poultry,n. 家禽
heater,n. 加热器
deepen,vt. （使色泽等）加浓
heighten,v. 加高，提高
line,v. 加衬里于
stillness,n. 寂静，无声
lodging,n. 寄宿，住宿
successor,n. 继承人，继任者
succession,n. 继承（权）
quarterly,adj&adv. 季度的（地）
craft,n. 技巧
souvenir,n. 纪念品
documentary,adj. 纪录的
marginal,adj. 边缘的
terminal,n. 计算机终端
scheme,v. 计划，搞阴谋
geometrical,adj. 几何学的
bazaar,n. 集市，廉价商店
gathering,n. 集会，聚会，聚集
set,n. 集（合）
disorder,n. 疾病，小病
complaint,n. 疾病，病痛
forthcoming,adj. 即将到来的
polarity,n. （人、意见或观念的）截然相反，截然对立
extreme,n. 极端不同的性质
guitar,n. 吉他，六弦琴
timely,adj. 及时的
irritate,v. 激怒
drastic,adj. 激烈的
severe,adj. 艰难的
Christian,adj. 基督教的
elemental,adj. 基本的
radical,adj. 基本的
ultimate,adj. 首要的
energetic,adj. 积极的
muscular,adj. 肌肉发达的，强健的
witty,adj. 机智的
mechanism,n. 机械装置
tact,n. 机敏，圆滑，得体
ingenious,adj. 精巧制成的
ingenuity,n. 机灵
framework,n. 体制
fence,n. 击剑（术），击剑
stall,n. 货摊，书摊
fellowship,n. 伙伴关系
Mars,n. 火星
ham,n. 火腿
piston,n. 活塞
vigour,n. 活力，精力
cloudy,adj. 混浊的
mixer,n. 搅拌器
engagement,n. 婚约
bribe,n. 贿赂 v. 向…行贿
corrupt,v. 使腐化 adj. 腐败的
response,n. 回应
badge,n. 徽章，像章
wield,v. 挥（剑）
locust,n. 蝗虫
wasp,n. 黄蜂
royalty,n. 皇家，王族，皇族
desolate,adj. 荒芜的
illusion,n. 幻想
modification,n. 修改
environmental,adj. 环境的，环境产生的
pregnant,adj. 怀孕的
fossil,n. 化石
glider,n. 滑翔机
pulley,n. 滑轮，滑车，皮带轮
slide,n. 滑动，滑行
granite,adj. 花岗岩，花岗石
correlate,n. 互相关联的事物
walnut,n. 核桃
arc,n. 弧，弓形物
exclamation,n. 呼喊，惊叫
outcome,n. 后果，成果
ruby,n. 红宝石
hit,n. 轰动一时的人（或事）
traverse,v. 横越
transverse,adj. 横的
bed,n. 河床，（湖）底
harmonious,adj. 和谐的，协调的
monk,n. 和尚，僧侣，修道士
cooperative,adj. 合作的 n. 合作社
hinge,n. 合页，折叶，铰链
proper,adj. 合乎体统的，正派的
composite,adj. 合成的 n. 合成物
synthesis,n. 综合，综合物
applause,n. 喝彩
applaud,v. 鼓掌
hurrah,int. 好哇，万岁，乌拉
pal,n. 好朋友
hospitality,n. 好客，殷勤
romantic,adj. 好幻想的
howl,n. 嚎叫
aerospace,n. 航空航天工业
log,n. 航海日志
pedestrian,n. 行人，步行者
move,n. 行动，步骤
hesitate,v. 犹豫
pest,n. 害虫
strait,n. 海峡
turtle,n. 海龟，玳瑁
custom,n. 海关
seaport,n. 海港，港口，港市
cable,n. 电缆
pirate,n. 海盗
seaside,n. 海滨（胜地）
surplus,n. 过剩，剩余（物资）
overestimate,v. 过高估计
excessively,adv. 过分，极端地
excess,n. 过度行为，暴行
orchard,n. 果园
peel,n. 果皮，蔬菜皮
stone,n. 果核，（水果的）硬核
slap,v. 掴 n. 巴掌
inland,adj. 国内的
boiler,n. 锅炉
roller,n. 滚筒
valuable,n. 贵重物品，财宝
salmon,n. 鲑，大马哈鱼
silicon,n. 硅（旧名矽）
regulation,n. 规章，规则
regularity,n. 规则性
define,v. 规定
provision,n. 规定，条款，条项
replacement,n. 取代
spacious,adj. 广阔的，广大的
amplitude,n. 振幅
radial,adj. 放射状的
photoelectric,adj. 光电的
optical,adj. 光的
shrub,n. 灌木，灌木丛
irrigation,n. 灌溉
inertia,n. 惯性
orchestra,n. 管弦乐队
blast,n. 管乐器的声音
pipe,n. 管乐器
coffin,n. 棺材，灵柩
bureaucracy,n. 官僚主义
monster,n. 怪物
client,n. 顾客
obstinate,adj. 固执的
inherent,adj. 固有的，生来的
fixture,n. 固定设备
pluck,v. 鼓起（勇气），振作
agitation,n. 鼓动，煸动
skeleton,n. 骨骼，骷髅
thigh,n. 股，大腿
cereal,n. 谷类，五谷，禾谷
antique,adj. 古代的 n. 古物
assessment,n. 估定
constitute,v. 构成，组成
hound,n. 猎犬
gutter,n. 沟，边沟
tribute,n. 献礼
number,v. 共计，达…之数
commonwealth,n. 联邦
arch,n. 拱门 v. （使）拱起
vault,n. 拱顶
mercury,n. 汞，水银
consolidate,v. 巩固
impartial,adj. 公正的，无偏见的
convention,n. 公约，（换俘等）协定
duke,n. 公爵
rooster,n. 公鸡
studio,n. 播音室
earnings,n. 工资，收入
implement,n. 工具 v. 贯彻
workpiece,n. 工（作）件
combat,v. 跟…战斗，格斗
impart,v. 给予
energize,v. 供给…能量
vaccinate,v. 给…接种疫苗
flavour,v. 给…调味
insulator,n. 隔离者
lattice,n. 格子结构
dove,n. 鸽子，斑鸠
reveal,v. 告诉，揭示，泄露
plateau,n. 高原
lofty,adj. 高耸的
tower,v. 高耸，屹立
elevation,n. 高度，海拔
intervene,v. 干涉，干预
dry,adj. 干巴巴的，枯燥的
olive,n. 橄榄
sentiment,n. 感情
perception,n. 感知
sensation,n. 感觉，知觉
Thanksgiving,n. 感恩节
chill,v. 感到寒冷
outline,v. 概述，概括
notion,n. 概念
conception,n. 概念，观念，想法
summary,adj. 概括的
generalize,v. 概括出
impress,v. 盖印，在…打记号
mend,v. 修理
duplicate,n. 复制品 v. 复制
complication,n. 复杂，混乱
complexity,n. 复杂（性）
satellite,n. 附属国
appendix,n. 附录
extra,n. 附加物
incidentally,adv. 附带地
charge,n. 负荷
negative,adj. 负的
corrosion,n. 腐蚀，侵蚀
erosion,n. 腐蚀，侵蚀
subsidiary,adj. 辅助的，补充的
coach,v. 指导，训练
answer,v. 符合，适合
emerge,v. 浮现，出现
obedient,adj. 服从的，顺从的
obedience,n. 服从，顺从
maintenance,n. 扶养费
veto,n. 否决，否决权
denial,n. 否定
Buddhism,n. 佛教，释教
dedicate,v. 奉献
flatter,v. 奉承，阿谀，谄媚
pineapple,n. 凤梨，波萝
seam,n. 缝口
landscape,n. 风景，景色，景致
windmill,n. 风车
plump,adj. 丰满的
abundance,n. 丰富，充裕
indignation,n. 愤怒，愤慨，义愤
shatter,v. 粉碎，破碎
molecular,adj. 分子的
limb,n. 肢
offset,v. 抵销
fraction,n. 分数
distract,v. 分散（心思）
installment,n. 分期付款
split,n. 分裂，分化，派系
detach,v. 分开
partition,n. 分开，分割
interface,n. 分界面
relay,v. 分程传递
diverge,v. 分岔
litter,n. 废物
abolish,v. 废除，取消
gangster,n. 匪徒，歹徒，暴徒
extraordinarily,adv. 非常地，特别地
fly,v. 飞跑
aviation,n. 飞行（术）
indulge,v. 放纵（感情），纵情
herd,v. 成群
magnify,v. 放大，扩大
imitation,n. 仿制品，伪制物
pattern,v. 仿制，仿造，模仿
reproduce,v. 仿造
estate,n. 财产，产业
hamper,v. 妨碍，阻碍，牵制
handicap,v. 妨碍，使不利
handy,adj. 方便的
offence,n. 犯罪，犯规
blunder,v. 犯大错 n. 大错
mirror,n. 反映，借鉴
reactor,n. 反应堆
echo,v. 回响
contrary,n. 反对命题
contradict,v. 反驳，否认
propagation,n. 繁殖
propagate,v. 传播，普及
toss,v. 翻来覆去
decree,n. 法令，政令
flannel,n. 法兰绒
valve,n. 阀，阀门
originate,v. 发源
spokesman,n. 发言人，代言人
outlet,n. 发泄（感情等）的方法
incidence,n. 发生率，影响
generate,v. 发生，产生
invoice,n. 发票，发货清单
detector,n. 发觉者，探测器
flame,v. 燃烧
exert,v. 发挥（威力），施加
luminous,adj. 发光的
beam,v. 发光，发热
motive,adj. 发动的，运动的
dynamo,n. 发电机
rattle,v. 发出格格声
dioxide,n. 二氧化物
bait,n. 饵
subsequent,adj. 尔后的
whereas,conj. 而，却，反之
youngster,n. 儿童，少年，年轻人
offspring,n. 儿女，子孙，后代
malice,n. 恶意
spite,n. 恶意，怨恨
nightmare,n. 恶梦
yoke,n. 轭，牛轭
deprive,v. 夺去
mountainous,adj. 多山的
windy,adj. 多风的，刮风的
versatile,adj. 多方面的
stew,v. 炖 n. 炖菜
mop,n. 拖把，墩布
halve,v. 对分
symmetrical,adj. 对称的，匀称的
symmetry,n. 对称（性），匀称
provoke,v. 对…挑衅
resent,v. 对…不满，怨恨
alignment,n. 排成直线
assert,v. 断言，宣称
affirm,v. 断言，证实
shortage,n. 短缺，不足额
ferry,n. 渡船 v. 运送
jealousy,n. 妒忌，嫉妒，猜忌
cuckoo,n. 杜鹃，布谷鸟
gamble,n. 赌博 v. 冒…的险
jam,n. 堵塞 v. 使…堵塞
distinct,adj. 清楚的
solo,n. 独唱，独奏
dictator,n. 独裁者，专政者
linger,v. 逗留，徘徊
tease,v. 逗乐，戏弄
fighter,n. 战斗机
champion,n. 斗士
insight,n. 洞察力
cavity,n. 洞，穴，空腔
jelly,n. 冻，果冻
mobilize,v. 动员，动员起来
grease,n. 动物脂，脂肪
disturbance,n. 动乱
kinetic,adj. 动力（学）的
orient,n. 东方
location,n. 定位，测位
theorem,n. 定理
subscribe,v. 订购
summit,n. 顶点，最高点
sculpture,n. 雕刻品
electronics,n. 电子学
pressure,n. 大气压力
capacitor,n. 电容器
capacitance,n. 电容，电容量
electrode,n. 电极
electrician,n. 电工，电气技师
telex,n. 电传，用户电报
kindle,v. 点燃，着火
geology,n. 地质学
basement,n. 地下室
geographical,adj. 地理的
magistrate,n. 地方法官
mortgage,n. 抵押贷款 v. 抵押
hostile,adj. 敌对的
whisper,v. 低声地讲
underestimate,v. 低估，看轻
murmur,n. 低沉连续的声音
equivalent,adj. 等面（体）积的
enroll,v. 登记，招收，参军
burner,n. 煤气头
triumphant,adj. 得胜的
clatter,n. 得得声，卡嗒声
morality,n. 道德，美德，品行
theft,n. 盗窃，偷窃（行为）
attendance,n. 到场
between,adv. 当中，中间
yolk,n. 蛋黄，卵黄
cartridge,n. 弹药筒
detain,v. 扣押，拘留
simple,adj. 单纯的
simplicity,n. 单纯，质朴
fill,v. 担任（职务）
jug,n. 带柄水罐，大壶
algebra,n. 代数学
attorney,n. 代理人
deputy,n. 代理人 adj. 副的
representative,adj. 代表性的
delegate,n. 代表，委员，特派员
gorilla,n. 大猩猩
magnitude,n. 重大
massacre,n. 大屠杀，残杀
stride,v. 大踏步走 n. 大步
embassy,n. 大使馆
ambassador,n. 大使，使节
mansion,n. 大厦，大楼
multitude,n. 大批，大群
barley,n. 大麦
continental,adj. 大陆的，大陆性的
infinity,n. 无穷大
steak,n. 大块牛肉
butt,n. 大酒桶，桶
largely,adv. 主要地
widely,adv. 大大地
prairie,n. 大草原，牧场
smash,v. 打碎，打破，粉碎
sneeze,v. 打喷嚏
lighter,n. 打火机，引燃器
snore,v. 打鼾，打呼噜
thresh,v. 打谷，脱粒
forge,v. 打（铁等），锻造
passport,n. 达到目的的手段
inaccessible,adj. 达不到的，难接近的
frustrate,v. 挫败
latent,adj. 存在但看不见的
frail,adj. 脆弱的
fragile,adj. 脆弱的
crisp,adj. 脆的
catalyst,n. 催化剂
promotion,n. 促进
reckless,adj. 粗心大意的
vulgar,adj. 粗俗的，庸俗的
massive,adj. 粗大的
harsh,adj. 粗糙的
jungle,n. 丛林，密林，莽丛
follow,v. 从事（职业），经营
overflow,v. 从…中溢出
smart,v. 刺疼，扎疼，剧痛
prick,v. 刺（穿） n. 刺痛
thereafter,adv. 此后，以后
magnetism,n. 磁
porcelain,n. 瓷 adj. 瓷的，瓷制的
initial,adj. 词首的
glossary,n. 词汇表
vocabulary,n. 词汇表，词汇汇编
stem,n. 词干
poke,v. 戳，刺
lipstick,n. 唇膏，口红
stainless,adj. 不锈的
sheer,adj. 纯粹的
perpendicular,adj. 垂直的
author,n. 创造者，创始人
innovation,n. 创新，改革
initiative,n. 倡议
puff,v. 喘气
shipwreck,n. 船舶失事
report,n. 传说，议论
infectious,adj. 传染的
romance,n. 传奇
herald,n. 传令官
missionary,n. 传教士
sensor,n. 传感器，灵敏元件
circular,n. 传单，通报，通函
leaflet,n. 传单
convey,v. 传达
pierce,v. 穿透，戳穿
penetration,n. 穿入
antenna,n. 触角
virgin,n. 处女 adj. 处女的
transaction,n. 交易
penalty,n. 处罚，刑罚，罚款
exclusive,adj. 除外的
notorious,adj. 臭名昭著的
scandal,n. 丑事，丑闻
specimen,n. 抽样，样品
extraction,n. 抽出
adore,v. 崇拜，爱慕
worship,v. 崇拜
bug,n. 虫子
punch,v. 打孔 n. 冲压机
strife,n. 冲突，竞争
equator,n. 赤道，天球赤道
gear,n. 齿轮，传动装置
persist,v. 持续，存留
breakfast,v. 吃早餐
dine,v. 吃饭
proceeding,n. 程序，行动，事项
length,n. 长度
acknowledge,v. 承认
shoulder,v. 承担
integrity,n. 诚实，正直
offer,v. 出现
membership,n. 成员资格
systematic,adj. 成体系的
kit,n. 成套工具
commend,v. 称赞，表扬
brood,v. 沉思，郁闭地沉思
muse,v. 沉思，默想，冥想
meditate,v. 沉思
hush,n. 沉默 int. 嘘！
immerse,v. 沉浸
repeal,v. 撤销
lathe,n. 车床 v. 用车床加工
row,n. 吵架，口角
mock,v. 嘲弄，挖苦
reign,n. （某君主的）统治时期
supersonic,adj. 超声的，超声速的
ultrasonic,adj. 超声的 n. 超声波
surpass,v. 超过，超越，胜过
nickname,n. 绰号，诨号
waggon,n. 敞蓬车厢
spectacle,n. 场面，景象
resident,n. 常住者
haunt,v. （鬼魂）经常出没
visit,v. 拜访
frequent,adj. 常见的
shovel,n. 铲，铁铲 v. 铲
toad,n. 蟾蜍，癞蛤蟆
diesel,n. 柴油发动机，内燃机
errand,n. 差使，差事
ascertain,vt. 查明，确定，弄清
horizon,n. 地平线
tactics,n. 战术，兵法
grassy,adj. 草多的
herb,n. 草本植物
groove,n. 槽
manipulate,v. 操作
hatch,v. 策划
warehouse,n. 仓库，货栈
cruelty,n. 残酷
napkin,n. 餐巾（纸）
participate,v. 参与
senator,n. 参议员
reference,n. 参考文献
participant,n. 参加者
spectator,n. 参观者，观众
parameter,n. 参（变）数
recipe,n. 菜谱，烹饪法
assumption,n. 假定
rule,v. 裁决，裁定
substance,n. 内容，本旨
friction,n. 摩擦
sermon,n. 布道，讲道
absent,adj. 不在的
disagreement,n. 争论
awkward,adj. 令人尴尬的
immortal,adj. 不朽的
wretched,adj. 不幸的
misfortune,n. 不幸，灾祸，灾难
incompatible,adj. 不相容的
instability,n. 不稳定性
incomplete,adj. 不完全的，未完成的
stuffy,adj. 不透气的，闷热的
opaque,adj. 不透明的
improper,adj. 不适当的
dissatisfaction,n. 不满，不平
watertight,adj. 不漏水的，防水的
inevitably,adv. 不可避免地
irrespective,adj. 不考虑的，不顾的
inaccurate,adj. 不精密的，不准确的
unreasonable,adj. 不讲道理的
undesirable,adj. 不合需要的
unfit,adj. 不合适的
absurd,adj. 不合理的，荒唐的
irregularity,n. 不规则
disregard,v. 不管，不顾 n. 忽视
uncertain,adj. 不定的
impurity,n. 杂质
inadequate,adj. 不充足的，不适当的
invariably,adv. 不变地，永恒地
uneasy,adj. 不安的
mammal,n. 哺乳动物
supplement,n. 补角
complement,v. 补充 n. 补足（物）
compensation,n. 补偿，赔偿，赔偿费
humanitarian,adj. 博爱的 n. 慈善家
barge,n. 驳船
fluctuation,n. 波动
fluctuate,v. 波动，使波动
invalid,n. 病人
ward,n. 病房，病室
strength,n. 兵力
icy,adj. 冰冷的
objective,n. 目标 adj. 宾格的
villa,n. 别墅
characterize,v. 表现…的特性
signify,v. 表示，意味着
manifest,v. 表明 adj. 明显的
seemingly,adv. 表面上，外表上
superficial,adj. 表面的
criterion,n. 标准，准则，尺度
norm,n. 标准，规范
heading,n. 标题，题词，题名
reason,v. 论证，推断
advocate,v. 拥护 n. 辩护律师
discrimination,n. 歧视
transform,v. 变换
loosen,v. 变松
alteration,n. 变更，改变
fall,v. 变成，成为，陷入
program,v. 编制程序
edit,v. 编辑，编纂
verge,n. 边缘，边界
rim,n. 边
hearth,n. 壁炉地面
fireplace,n. 壁炉
patron,n. 庇护人
diploma,n. 毕业文凭，学位证书
indispensable,adj. 必不可少的，必需的
sullen,adj. 绷着脸不高兴的
bandage,n. 绷带，包带
breakdown,n. 崩溃，倒塌，失败
essence,n. 本质，本体
captive,adj. 被俘虏的
reverse,n. 背面，反面
